model	mse_within	mse_cross	mae_within	mae_cross	cls_acc_within	cls_acc_cross	cls_trans_within	cls_trans_cross	majority_acc_within	majority_acc_cross	unc_sep_within	unc_sep_cross	cls_acc_cdf_within	cls_acc_cdf_cross	cls_trans_cdf_within	cls_trans_cdf_cross	n_within	n_cross	config	status	description
EvidentialLSTM	0.014629	0.028713	0.090549	0.131381	0.905456	0.941928	0.516129	0.516820	0.933992	0.948646	-0.022489	-0.008809	0.904986	0.941712	0.514231	0.516820	6378	4615	{"t1_percentile":10,"t2_percentile":80}	discard	t2=p80: unc_sep<0
EvidentialLSTM	0.014629	0.028713	0.090549	0.131381	0.937912	0.843770	0.518072	0.481752	0.848228	0.943012	0.146006	0.095616	0.938696	0.835536	0.518072	0.484185	6378	4615	{"t1_percentile":20,"t2_percentile":85}	keep	t1=p20: unc_sep=+0.146 (much better), cls_acc=0.938, same MSE
EvidentialLSTM	0.014629	0.028713	0.090549	0.131381	0.945437	0.814735	0.511312	0.467822	0.800408	0.822535	0.122204	0.091023	0.946378	0.808451	0.513575	0.466584	6378	4615	{"t1_percentile":25,"t2_percentile":85}	keep	t1=p25: unc_sep=+0.122, cls_acc=0.945, cls_trans=0.511
EvidentialLSTM	0.014629	0.028713	0.090549	0.131381	0.945594	0.811268	0.513333	0.464115	0.797272	0.808884	0.115177	0.086648	0.945751	0.805850	0.511111	0.467703	6378	4615	{"t1_percentile":30,"t2_percentile":85}	keep	t1=p30: unc_sep=+0.115, cls_acc=0.946, cls_trans=0.513
EvidentialLSTM	0.014629	0.028713	0.090549	0.131381	0.946378	0.813868	0.517857	0.458920	0.795547	0.795450	0.112673	0.082796	0.946221	0.809101	0.513393	0.464789	6378	4615	{"t1_percentile":33,"t2_percentile":85}	keep	t1=p33: unc_sep=+0.113, cls_acc=0.946, cls_trans=0.518
EvidentialLSTM	0.016665	0.025298	0.097121	0.130651	0.936971	0.942362	0.512048	0.503650	0.848228	0.943012	0.186479	0.081406	0.938852	0.941928	0.518072	0.503650	6378	4615	{"hidden_size":64}	discard	h64: mse_within worse (0.0167 vs 0.0146)
EvidentialLSTM	0.018443	0.025115	0.103380	0.126309	0.934619	0.942362	0.536145	0.498783	0.848228	0.943012	0.306627	0.122186	0.933051	0.942362	0.544177	0.498783	6378	4615	{"hidden_size":32}	discard	h32: mse_within worse (0.0184 vs 0.0146)
EvidentialLSTM	0.014640	0.041393	0.087803	0.157058	0.936344	0.778115	0.504016	0.503650	0.848228	0.943012	0.144759	0.121441	0.935246	0.773131	0.506024	0.503650	6378	4615	{"n_layers":1}	discard	L1: mse_cross 44% worse (cross-val guard)
EvidentialLSTM	0.014385	0.026312	0.088273	0.126092	0.938068	0.917443	0.522088	0.540146	0.848228	0.943012	0.148979	0.121074	0.937755	0.910943	0.524096	0.549878	6378	4615	{"n_layers":3}	keep	L3: mse_within=0.01439 IMPROVED, cross=0.02631 improved
EvidentialLSTM	0.017497	0.024468	0.097829	0.123997	0.928034	0.942145	0.536145	0.501217	0.848228	0.943012	0.096664	0.071083	0.926466	0.942145	0.534137	0.501217	6378	4615	{"dropout":0.1,"n_layers":3}	discard	d0.1+L3: mse_within worse (0.0175 vs 0.0144)
EvidentialLSTM	0.015089	0.025513	0.090252	0.125749	0.936814	0.942795	0.524096	0.498783	0.848228	0.943012	0.155743	0.096260	0.937598	0.941928	0.534137	0.498783	6378	4615	{"dropout":0.2,"n_layers":3}	discard	d0.2+L3: mse_within worse (0.0151 vs 0.0144)
EvidentialLSTM	0.016026	0.029757	0.093081	0.133673	0.932267	0.870639	0.516064	0.501217	0.848228	0.943012	0.157845	0.163601	0.931013	0.837486	0.522088	0.508516	6378	4615	{"dropout":0.3,"n_layers":3}	discard	d0.3+L3: mse_within worse (0.0160 vs 0.0144)
EvidentialLSTM	0.016868	0.026843	0.097928	0.127538	0.936657	0.941062	0.518072	0.506083	0.848228	0.943012	0.097592	0.077674	0.936344	0.938028	0.524096	0.520681	6378	4615	{"lr":0.0005}	discard	lr=5e-4: mse_within worse (0.0169 vs 0.0144)
EvidentialLSTM	0.015950	0.041687	0.094182	0.156935	0.936971	0.776815	0.540161	0.503650	0.848228	0.943012	0.316123	0.169900	0.935560	0.763380	0.534137	0.506083	6378	4615	{"lr":0.002}	discard	lr=2e-3: mse_within worse + cross-val guard violated
EvidentialLSTM	0.014577	0.038523	0.090035	0.153235	0.937128	0.829686	0.469880	0.489051	0.848228	0.943012	0.087307	-0.010511	0.936657	0.825352	0.467871	0.489051	6378	4615	{"lr":0.0001}	discard	lr=1e-4: cls_trans<0.50 + cross-val guard violated
EvidentialLSTM	0.016465	0.025676	0.095308	0.129839	0.934619	0.943012	0.530120	0.498783	0.848228	0.943012	0.252221	0.137821	0.933521	0.943012	0.530120	0.498783	6378	4615	{"batch_size":32}	discard	bs32: mse_within worse (0.0165 vs 0.0144)
EvidentialLSTM	0.016663	0.024124	0.097927	0.122387	0.932110	0.943012	0.502008	0.498783	0.848228	0.943012	0.085317	0.059179	0.932424	0.943229	0.508032	0.501217	6378	4615	{"batch_size":128}	discard	bs128: mse_within worse (0.0167 vs 0.0144)
EvidentialLSTM	0.015115	0.031274	0.090290	0.137543	0.934462	0.826436	0.514056	0.464720	0.848228	0.943012	0.147327	0.115295	0.934305	0.821018	0.516064	0.464720	6378	4615	{"weight_decay":0}	discard	wd=0: mse_within worse (0.0151 vs 0.0144)
EvidentialLSTM	0.015975	0.034870	0.097256	0.147283	0.938539	0.859372	0.514056	0.493917	0.848228	0.943012	0.166018	0.122461	0.937755	0.842037	0.520080	0.496350	6378	4615	{"weight_decay":0.0001}	discard	wd=1e-4: mse_within worse (0.0160 vs 0.0144)
EvidentialLSTM	0.014385	0.026312	0.088273	0.126092	0.938068	0.917443	0.522088	0.540146	0.848228	0.943012	0.148979	0.121074	0.937755	0.910943	0.524096	0.549878	6378	4615	{"patience":60}	discard	patience=60: same result as patience=40 (same checkpoint)
EvidentialLSTM	0.013635	0.035233	0.087923	0.145242	0.938382	0.813218	0.516064	0.523114	0.848228	0.943012	0.189245	0.096345	0.938539	0.802817	0.524096	0.523114	6378	4615	{"n_features":20}	discard	top20: mse_within improved but mse_cross 34% worse (cross-val guard)
EvidentialLSTM	0.015357	0.050387	0.090042	0.174832	0.933992	0.770964	0.524096	0.518248	0.848228	0.943012	0.229299	0.207454	0.933208	0.765547	0.524096	0.513382	6378	4615	{"n_features":25}	discard	top25: mse_within worse + cross exploded
EvidentialLSTM	0.015646	0.062819	0.092228	0.195863	0.937441	0.697291	0.500000	0.484185	0.848228	0.943012	0.184469	0.113053	0.935717	0.681040	0.506024	0.479319	6378	4615	{"n_features":30}	discard	top30: worse on both metrics
EvidentialLSTM	0.011368	0.022017	0.077084	0.115966	0.941831	0.943012	0.510040	0.498783	0.848228	0.943012	0.151068	0.124639	0.939479	0.943012	0.512048	0.498783	6378	4615	{"n_features":75,"features":"ALL_FEATURES"}	keep	ALL 75 feats: mse_within=0.01137 BEST, cross=0.02202 also improved
EvidentialLSTM	0.015352	0.020046	0.090736	0.110241	0.938852	0.943012	0.516064	0.498783	0.848228	0.943012	0.162616	0.118885	0.937441	0.943012	0.514056	0.498783	6378	4615	{"n_features":65,"features":"SPATIAL_65"}	discard	SPATIAL_65: mse_within worse (0.0154 vs 0.0114)
EvidentialLSTM	0.014643	0.020872	0.088657	0.114147	0.926780	0.943012	0.514056	0.498783	0.848228	0.943012	0.284168	0.120670	0.927250	0.943012	0.516064	0.498783	6378	4615	{"n_features":10}	discard	top10: mse_within worse (0.0146 vs 0.0114)
EvidentialLSTM	0.012596	0.033069	0.081662	0.139594	0.916928	0.887156	0.587280	0.525253	0.825235	0.918345	0.108719	0.116961	0.915047	0.871128	0.581867	0.540404	6380	4617	{"horizon":20,"sub_window":5}	discard	H20/S5: mse_within worse + cross-val guard violated
EvidentialLSTM	0.013733	0.034918	0.080917	0.137745	0.905232	0.762235	0.572115	0.530973	0.814536	0.905803	0.095420	0.141875	0.903822	0.756172	0.569712	0.525074	6384	4618	{"horizon":15,"sub_window":5}	discard	H15/S5: mse_within worse + cross worse
EvidentialLSTM	0.011677	0.022056	0.076882	0.113684	0.932424	0.838137	0.551020	0.486525	0.809972	0.880607	0.072658	0.107157	0.932581	0.828819	0.549451	0.487943	6378	4615	{"horizon":30,"sub_window":10}	discard	H30/S10: mse_within worse (0.01168 vs 0.01137)
EvidentialLSTM	0.012521	0.028396	0.078591	0.133176	0.932894	0.966197	0.492754	0.500000	0.864378	0.965980	1.728975	0.410730	0.930072	0.966197	0.485507	0.500000	6378	4615	{"horizon":30,"sub_window":3}	discard	H30/S3: cls_trans_within<0.50
EvidentialLSTM	0.014115	0.065776	0.081077	0.186830	0.901077	0.705134	0.580367	0.478571	0.806522	0.884167	0.120214	0.120375	0.899984	0.698231	0.572816	0.473810	6409	4636	{"horizon":10,"sub_window":5}	discard	H10/S5: mse_within worse + cross terrible
EvidentialLSTM	0.011368	0.022017	0.077084	0.115966	0.941831	0.943012	0.510040	0.498783	0.848228	0.943012	0.151068	0.124639	0.939479	0.943012	0.512048	0.498783	6378	4615	{"combined_best":true,"features":"ALL_FEATURES(75)","n_layers":3,"t1_percentile":20}	keep	COMBINED BEST: ALL_75+L3+t1p20 mse_w=0.01137 mse_c=0.02202
EvidentialLSTM	0.012023	0.023143	0.078898	0.116939	0.936814	0.943445	0.532129	0.503650	0.848228	0.943012	0.037025	0.032418	0.938539	0.943445	0.530120	0.503650	6378	4615	{"lambda1":0.1,"features":"ALL_75"}	discard	λ1=0.1+ALL75: mse_within worse (0.01202 vs 0.01137)
EvidentialLSTM	0.012802	0.022471	0.080389	0.119727	0.935873	0.942362	0.556225	0.501217	0.848228	0.943012	0.096431	0.066177	0.934462	0.942579	0.544177	0.503650	6378	4615	{"lambda1":0.25,"features":"ALL_75"}	discard	λ1=0.25+ALL75: mse_within worse (0.01280 vs 0.01137)
EvidentialLSTM	0.012211	0.024923	0.080296	0.126204	0.936030	0.943662	0.497992	0.506083	0.848228	0.943012	0.612178	0.205533	0.936030	0.943445	0.512048	0.506083	6378	4615	{"lambda1":0.5,"features":"ALL_75"}	discard	λ1=0.5+ALL75: cls_trans<0.50
EvidentialLSTM	0.013168	0.021293	0.083146	0.118241	0.933521	0.943012	0.528112	0.498783	0.848228	0.943012	0.169510	0.098719	0.933521	0.943229	0.532129	0.501217	6378	4615	{"n_layers":2,"features":"ALL_75"}	discard	L2+ALL75: mse_within worse (0.01317 vs 0.01137)
EvidentialLSTM	0.011948	0.022105	0.077304	0.118657	0.939166	0.942795	0.497992	0.503650	0.848228	0.943012	0.152640	0.115060	0.938068	0.942795	0.493976	0.503650	6378	4615	{"dropout":0.3,"features":"ALL_75","n_layers":3}	discard	d0.3+ALL75+L3: cls_trans<0.50
EvidentialLSTM	0.011987	0.025411	0.078180	0.119570	0.947733	0.961877	0.527668	0.501684	0.856906	0.961458	0.146516	0.092769	0.948486	0.961877	0.527668	0.501684	6639	4774	{"warmup_frames":0}	discard	warmup=0: mse_within worse (0.01199 vs 0.01137)
EvidentialLSTM	0.012105	0.018981	0.077471	0.108636	0.938694	0.941741	0.544747	0.501171	0.848583	0.941741	0.238279	0.125734	0.937153	0.941741	0.542802	0.501171	6492	4686	{"warmup_frames":100}	discard	warmup=100: mse_within worse (0.01211 vs 0.01137), cross best
EvidentialLSTM	0.010867	0.024702	0.073972	0.123934	0.937337	0.940754	0.542857	0.501217	0.849054	0.940754	0.121831	0.068787	0.936521	0.940530	0.540816	0.501217	6128	4456	{"warmup_frames":400}	discard	warmup=400: mse_within=0.01087 improved but mse_cross 12% worse (guard)
EvidentialLSTM	0.011609	0.028091	0.077962	0.125968	0.936814	0.874323	0.540161	0.510949	0.848228	0.943012	0.157708	0.172715	0.935717	0.866306	0.540161	0.506083	6378	4615	{"grad_clip":0.5}	discard	gc=0.5: mse_within worse + cross 27% worse
EvidentialLSTM	0.011783	0.028493	0.075721	0.126496	0.938068	0.814301	0.536145	0.430657	0.848228	0.943012	0.206639	0.278994	0.936657	0.803467	0.524096	0.440389	6378	4615	{"grad_clip":2.0}	discard	gc=2.0: mse_within worse + cross 29% worse
EvidentialLSTM	0.011570	0.022824	0.076892	0.116644	0.939793	0.942362	0.546185	0.498783	0.848228	0.943012	0.168933	0.115328	0.940107	0.915060	0.560241	0.467153	6378	4615	{"train_stride":5}	discard	stride=5: mse_within worse (0.01157 vs 0.01137)
EvidentialLSTM	0.012038	0.023723	0.079076	0.117834	0.938225	0.943012	0.497992	0.498783	0.848228	0.943012	0.106112	0.092657	0.936500	0.943012	0.500000	0.498783	6378	4615	{"train_stride":20}	discard	stride=20: mse_within worse + cls_trans<0.50
EvidentialLSTM	0.011368	0.022017	0.077084	0.115966	0.941831	0.943012	0.510040	0.498783	0.848228	0.943012	0.151068	0.124639	0.939479	0.943012	0.512048	0.498783	6378	4615	{"patience":25}	discard	patience=25: identical result, same checkpoint selected
EvidentialLSTM	0.013144	0.022672	0.081497	0.119383	0.939009	0.943012	0.534137	0.501217	0.848228	0.943012	0.081477	0.062278	0.936971	0.943229	0.504016	0.503650	6378	4615	{"lambda1":0.2}	discard	λ1=0.2: mse_within worse (0.01314 vs 0.01137)
EvidentialLSTM	0.011975	0.019694	0.077177	0.111685	0.935873	0.943229	0.516064	0.498783	0.848228	0.943012	0.409424	0.127012	0.934149	0.943229	0.508032	0.498783	6378	4615	{"lambda1":0.35}	discard	λ1=0.35: mse_within worse (0.01198), cross best 0.01969
EvidentialLSTM	0.011574	0.021596	0.075594	0.112257	0.936500	0.943012	0.524096	0.498783	0.848228	0.943012	0.484412	0.310038	0.935560	0.943012	0.522088	0.498783	6378	4615	{"lambda1":0.4}	discard	λ1=0.4: mse_within worse (0.01157 vs 0.01137)
EvidentialLSTM	0.011758	0.019488	0.076875	0.110488	0.937755	0.943229	0.536145	0.498783	0.848228	0.943012	0.050537	0.048099	0.937284	0.943229	0.546185	0.498783	6378	4615	{"lambda1":0.15}	discard	λ1=0.15: mse_within worse (0.01176 vs 0.01137)
EvidentialLSTM	0.013198	0.039107	0.080858	0.153522	0.933521	0.799783	0.542169	0.503650	0.848228	0.943012	0.115676	0.086518	0.932738	0.791549	0.532129	0.491484	6378	4615	{"features":"TOP35+NEW(45)"}	discard	TOP35+NEW: mse_within worse + cross much worse
EvidentialLSTM	0.011190	0.021702	0.076244	0.114744	0.941922	0.942555	0.447958	0.500000	0.847814	0.942555	0.152513	0.123180	0.940508	0.942555	0.444005	0.500000	19095	13822	{"eval_stride":10}	discard	eval_stride=10: cls_trans_within=0.448 fails >0.50
EvidentialLSTM	0.013096	0.029428	0.081774	0.134784	0.942977	0.954496	0.520115	0.498525	0.884486	0.954713	0.131365	0.073927	0.937526	0.954496	0.502874	0.498525	4770	4615	{"train_fraction":0.60}	discard	60/10/30 split: mse_within worse (0.01310 vs 0.01137)
EvidentialLSTM	0.012610	0.019587	0.079286	0.110353	0.937284	0.943012	0.536145	0.498783	0.848228	0.943012	0.102891	0.068059	0.936500	0.943012	0.534137	0.498783	6378	4615	{"lr":0.0007}	discard	lr=7e-4: mse_within worse (0.01261 vs 0.01137)
EvidentialLSTM	0.011128	0.031021	0.073695	0.136672	0.961818	0.884507	0.510135	0.503693	0.840909	0.884290	0.115512	0.059919	0.961091	0.884724	0.493243	0.503693	5500	4615	{"train_intersections":"3_drop_NE12th"}	discard	3-int drop NE12th: mse_within better but cross 41% worse (guard)
EvidentialLSTM	0.011287	0.021903	0.074422	0.115072	0.936153	0.942342	0.498047	0.496368	0.846927	0.942782	0.170232	0.099729	0.935834	0.942342	0.500000	0.496368	6265	4544	{"warmup_frames":300}	discard	warmup=300: mse_within=0.01129 improved but cls_trans=0.498 <0.50
EvidentialLSTM	0.011287	0.021903	0.074422	0.115072	0.951796	0.840449	0.500000	0.452581	0.801277	0.819322	0.156511	0.108233	0.951476	0.831206	0.497664	0.422569	6265	4544	{"warmup_frames":300,"t1_percentile":25}	discard	warmup300+t1p25: cls_trans=0.500 (not >0.50)
EvidentialLSTM	0.011287	0.021903	0.074422	0.115072	0.951157	0.836708	0.501166	0.408066	0.794892	0.791153	0.143153	0.102268	0.950519	0.826144	0.491841	0.411625	6265	4544	{"warmup_frames":300,"t1_percentile":33}	keep	NEW BEST: warmup300+t1p33 mse_w=0.01129 mse_c=0.02190 cls_trans=0.501
EvidentialLSTM	0.011533	0.025255	0.077394	0.119919	0.949177	0.820444	0.518433	0.469894	0.796225	0.790222	0.139782	0.170172	0.949177	0.815556	0.520737	0.479339	6198	4500	{"warmup_frames":350,"t1_percentile":33}	discard	warmup350+t1p33: mse_within worse (0.01153 vs 0.01129)
EvidentialLSTM	0.011788	0.025758	0.075830	0.121442	0.951317	0.808319	0.498834	0.430605	0.794892	0.791153	0.117616	0.143811	0.951476	0.804357	0.496503	0.435350	6265	4544	{"max_epochs":500,"patience":60}	discard	500ep+p60: mse_within worse, cosine schedule different
EvidentialLSTM	0.011300	0.020386	0.078962	0.114403	0.955901	0.798453	0.523227	0.494869	0.793938	0.795359	0.124442	0.105429	0.956062	0.824972	0.520782	0.452680	6236	4525	{"window":40,"warmup":300,"t1p":33}	discard	w40: mse_within 0.01130 ~same as best 0.01129, cross better
EvidentialLSTM	0.011685	0.025106	0.078348	0.121739	0.950594	0.812293	0.517084	0.492362	0.795637	0.791289	0.145338	0.151329	0.949471	0.800133	0.505695	0.471210	6234	4523	{"window":50}	discard	w50: mse_within worse (0.01169 vs 0.01129)
EvidentialLSTM	0.011424	0.019269	0.075818	0.107847	0.951675	0.848438	0.529279	0.443925	0.795375	0.791465	0.156195	0.102000	0.951515	0.841619	0.529279	0.459112	6270	4546	{"window":20}	discard	w20: mse_within worse (0.01142 vs 0.01129)
EvidentialLSTM	0.011629	0.022760	0.074871	0.118990	0.952434	0.783891	0.526807	0.551601	0.794892	0.791153	0.091027	0.069257	0.951955	0.778169	0.519814	0.581257	6265	4544	{"lambda1":0.25,"warmup":300,"t1p":33}	discard	λ1=0.25+w300: mse_within worse (0.01163 vs 0.01129)
EvidentialLSTM	0.011413	0.021455	0.076594	0.116374	0.951476	0.787852	0.491841	0.494662	0.794892	0.791153	0.216051	0.134937	0.950838	0.787192	0.489510	0.499407	6265	4544	{"lambda1":0.35,"warmup":300,"t1p":33}	discard	λ1=0.35+w300: cls_trans<0.50
EvidentialLSTM	0.012491	0.020690	0.078328	0.109676	0.948603	0.835167	0.494172	0.389087	0.794892	0.791153	0.156236	0.133366	0.948763	0.829005	0.498834	0.391459	6265	4544	{"hidden_size":64,"n_layers":3,"warmup":300}	discard	h64+L3+w300: cls_trans<0.50
EvidentialLSTM	0.011499	0.020731	0.076646	0.109834	0.951955	0.835607	0.519814	0.447212	0.794892	0.791153	0.102345	0.112935	0.951955	0.829886	0.517483	0.461447	6265	4544	{"batch_size":48}	discard	bs48: mse_within worse (0.01150 vs 0.01129)
EvidentialLSTM	0.011990	0.018609	0.080553	0.108289	0.951636	0.788952	0.508159	0.492289	0.794892	0.791153	0.151400	0.117253	0.950998	0.792033	0.496503	0.483986	6265	4544	{"dropout":0.5}	discard	d0.5: mse_within worse but best cross ever 0.01861
EvidentialLSTM	0.014584	0.020060	0.089008	0.113318	0.951317	0.791373	0.482517	0.494662	0.794892	0.791153	0.089428	0.078182	0.953392	0.839789	0.501166	0.480427	6265	4544	{"features":"SPATIAL_65","warmup":300}	discard	SPATIAL65+w300: mse_within much worse
EvidentialLSTM	0.010983	0.019048	0.075854	0.108948	0.954030	0.791593	0.531469	0.491103	0.794892	0.791153	0.107659	0.099884	0.953232	0.851452	0.524476	0.488731	6265	4544	{"n_layers":4,"warmup":300,"t1p":33}	keep	NEW BEST: L4 mse_w=0.01098 mse_c=0.01905 cls_trans=0.531
EvidentialLSTM	0.013365	0.027194	0.083365	0.126246	0.950200	0.802157	0.526807	0.467378	0.794892	0.791153	0.104806	0.127790	0.950040	0.795335	0.524476	0.474496	6265	4544	{"n_layers":5}	discard	L5: too deep, mse_within worse (0.01337 vs 0.01098)
EvidentialLSTM	0.011560	0.019890	0.076796	0.113294	0.949242	0.790493	0.501166	0.495848	0.794892	0.791153	0.102678	0.077173	0.949401	0.790053	0.501166	0.494662	6265	4544	{"lr":0.0005,"n_layers":4}	discard	lr5e-4+L4: mse_within worse (0.01156 vs 0.01098)
EvidentialLSTM	0.011954	0.019522	0.077596	0.108035	0.951317	0.839569	0.512821	0.435350	0.794892	0.791153	0.153680	0.127992	0.950838	0.834727	0.508159	0.437722	6265	4544	{"lr":0.0015,"n_layers":4}	discard	lr1.5e-3+L4: mse_within worse (0.01195 vs 0.01098)
EvidentialLSTM	0.011371	0.017661	0.074472	0.102750	0.951476	0.841549	0.517483	0.422301	0.794892	0.791153	0.106087	0.083210	0.950200	0.839789	0.512821	0.434164	6265	4544	{"dropout":0.3,"n_layers":4}	discard	d0.3+L4: mse_within worse (0.01137 vs 0.01098), best cross 0.01766
EvidentialLSTM	0.011503	0.017540	0.077354	0.104490	0.948923	0.845511	0.487179	0.453144	0.794892	0.791153	0.150922	0.103668	0.950040	0.851012	0.501166	0.448399	6265	4544	{"dropout":0.5,"n_layers":4}	discard	d0.5+L4: cls_trans<0.50
EvidentialLSTM	0.011354	0.019754	0.074167	0.110508	0.950063	0.796106	0.519324	0.501131	0.793595	0.796325	0.113611	0.075649	0.950063	0.795887	0.514493	0.501131	6308	4571	{"warmup":250,"n_layers":4}	discard	w250+L4: mse_within worse (0.01135 vs 0.01098)
EvidentialLSTM	0.010736	0.022165	0.075670	0.117650	0.952594	0.791373	0.508159	0.497034	0.794892	0.791153	0.058884	0.049324	0.952275	0.791593	0.503497	0.497034	6265	4544	{"lambda1":0.2,"n_layers":4}	discard	λ1=0.2+L4: mse_within best 0.01074 but cross 16% worse (guard)
EvidentialLSTM	0.012499	0.018867	0.077722	0.108521	0.950555	0.809022	0.522500	0.547977	0.795039	0.795781	0.110807	0.121121	0.949413	0.817325	0.520000	0.514451	6128	4456	{"warmup":400,"n_layers":4}	discard	w400+L4: mse_within worse (0.01250 vs 0.01098)
EvidentialLSTM	0.013758	0.026393	0.081566	0.122043	0.937271	0.813600	0.522145	0.475682	0.794892	0.791153	0.083259	0.120467	0.934397	0.809419	0.515152	0.483986	6265	4544	{"hidden_size":256,"n_layers":4}	discard	h256+L4: too many params, mse_within worse
EvidentialLSTM	0.010834	0.017944	0.073508	0.105016	0.952434	0.845511	0.505828	0.486358	0.794892	0.791153	0.135177	0.097572	0.951317	0.845290	0.501166	0.501779	6265	4544	{"train_stride":7,"n_layers":4,"warmup":300}	keep	NEW BEST: stride7+L4 mse_w=0.01083 mse_c=0.01794
EvidentialLSTM	0.013006	0.024558	0.081094	0.119818	0.949401	0.829886	0.517483	0.386714	0.794892	0.791153	0.116659	0.134303	0.947326	0.826364	0.508159	0.396204	6265	4544	{"train_stride":5,"n_layers":4}	discard	stride5+L4: mse_within worse (0.01301 vs 0.01083)
EvidentialLSTM	0.010985	0.023874	0.075048	0.120898	0.951317	0.789173	0.510490	0.495868	0.794892	0.790273	0.146291	0.088003	0.952275	0.788512	0.517483	0.495868	6265	4544	{"train_stride":8,"n_layers":4}	discard	stride8+L4: mse_within worse + cross guard violated
EvidentialLSTM	0.010388	0.018129	0.074692	0.107071	0.951157	0.797315	0.466200	0.482759	0.795371	0.793354	0.100180	0.085528	0.951317	0.856514	0.468531	0.448276	6265	4544	{"train_stride":6,"n_layers":4}	discard	stride6+L4: mse best 0.01039 but cls_trans=0.466 <0.50
EvidentialLSTM	0.010834	0.017944	0.073508	0.105016	0.951476	0.846171	0.505774	0.495935	0.797925	0.807218	0.142012	0.103311	0.951157	0.844190	0.503464	0.504065	6265	4544	{"t1_percentile":30,"train_stride":7,"n_layers":4}	keep	stride7+L4+t1p30: same MSE, cls_trans=0.506, unc_sep=0.142
EvidentialLSTM	0.013677	0.022420	0.080688	0.116429	0.940942	0.834727	0.510490	0.444840	0.794892	0.791153	0.105866	0.083002	0.941740	0.826585	0.512821	0.444840	6265	4544	{"weight_decay":0.0001,"n_layers":4,"stride":7}	discard	wd1e-4+L4: mse_within worse (0.01368 vs 0.01083)
